		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000101011  281  218  246  223  227  241  242  256 12.458460 0.131891 SUCCESS  20
000101101  266  232  225  244  257  253  242  269  7.876500 0.445626 SUCCESS  21
000101111  252  249  253  251  212  235  272  230  9.759701 0.282299 SUCCESS  22
000110011  214  241  246  234  254  272  238  250  8.345712 0.400449 SUCCESS  23
000110101  249  237  245  242  247  271  254  237  4.061378 0.851544 SUCCESS  24
000110111  265  256  246  248  262  236  260  214  9.068064 0.336587 SUCCESS  25
000111001  230  238  237  254  226  230  250  232  4.638625 0.795409 SUCCESS  26
000111011  257  260  232  234  220  255  230  244  6.639393 0.575991 SUCCESS  27
000111101  227  249  245  264  206  220  242  268 14.077927 0.079757 SUCCESS  28
000111111  256  222  240  228  265  261  245  257  7.603235 0.473154 SUCCESS  29
001000011  247  275  225  268  224  264  231  249 12.258277 0.140047 SUCCESS  30
001000101  245  251  241  250  227  237  219  255  5.024162 0.754991 SUCCESS  31
001000111  255  239  235  245  259  251  225  241  3.697025 0.883373 SUCCESS  32
001001011  244  241  245  227  269  245  245  239  4.026426 0.854731 SUCCESS  33
001001101  229  221  259  264  259  255  239  248  7.459188 0.487994 SUCCESS  34
001001111  230  243  248  240  244  226  257  251  3.280772 0.915522 SUCCESS  35
001010011  237  276  237  233  264  267  249  242  9.269306 0.320090 SUCCESS  36
001010101  218  267  216  239  233  250  241  270 12.119526 0.145950 SUCCESS  37
001010111  260  234  236  231  231  240  247  229  4.317697 0.827383 SUCCESS  38
001011011  288  232  246  234  247  233  254  266 12.227561 0.141336 SUCCESS  39
001011101  261  241  235  236  247  263  237  239  3.751042 0.878858 SUCCESS  40
001011111  256  253  229  243  239  240  268  257  5.206339 0.735312 SUCCESS  41
001100101  257  272  236  249  254  253  248  240  5.257179 0.729768 SUCCESS  42
001100111  229  221  260  191  280  252  241  260 23.084030 0.003258 FAILURE  43
001101011  241  229  263  272  228  270  250  224 11.612185 0.169364 SUCCESS  44
001101101  244  236  267  243  241  260  270  209 11.674676 0.166320 SUCCESS  45
001101111  266  244  267  259  238  244  250  242  5.506083 0.702366 SUCCESS  46
001110101  230  218  252  216  245  228  234  239  9.001337 0.342183 SUCCESS  47
001110111  271  256  239  239  225  244  217  254  8.960029 0.345679 SUCCESS  48
001111011  240  241  269  275  237  244  244  272 10.280811 0.245867 SUCCESS  49
001111101  228  257  243  261  240  262  253  256  5.372628 0.717107 SUCCESS  50
001111111  234  224  243  233  264  252  252  270  7.715507 0.461742 SUCCESS  51
010000011  232  265  246  264  227  248  233  247  6.022957 0.644660 SUCCESS  52
010000111  249  251  222  242  236  252  253  268  5.685083 0.682459 SUCCESS  53
010001011  252  238  204  260  206  255  234  251 15.604188 0.048409 SUCCESS  54
010001111  271  257  234  228  261  254  247  253  7.286544 0.506056 SUCCESS  55
010010011  227  246  229  258  237  243  266  267  7.506851 0.483060 SUCCESS  56
010010111  244  256  237  242  242  246  230  247  1.746038 0.987832 SUCCESS  57
010011011  238  220  267  239  239  261  254  252  6.946551 0.542410 SUCCESS  58
010011111  220  230  257  258  230  233  247  247  6.268684 0.617163 SUCCESS  59
010100011  240  240  245  232  226  269  263  232  6.915835 0.545740 SUCCESS  60
010100111  229  226  256  236  251  247  231  251  4.403490 0.819009 SUCCESS  61
010101011  239  252  231  220  218  242  228  245  7.585229 0.474997 SUCCESS  62
010101111  254  256  224  244  240  220  224  221  9.246004 0.321970 SUCCESS  63
010110011  243  241  226  247  224  246  280  259  9.594470 0.294650 SUCCESS  64
010110111  247  230  238  242  238  231  254  267  4.577193 0.801661 SUCCESS  65
010111011  238  252  256  249  236  238  233  238  2.241728 0.972690 SUCCESS  66
010111111  255  259  212  238  230  203  252  234 14.677416 0.065730 SUCCESS  67
011000111  240  227  245  227  265  231  265  251  7.182746 0.517050 SUCCESS  68
011001111  232  222  251  222  245  260  259  255  7.480372 0.485798 SUCCESS  69
011010111  236  251  251  241  231  263  240  230  3.878142 0.867947 SUCCESS  70
011011111  237  251  254  241  266  221  270  248  8.062914 0.427349 SUCCESS  71
011101111  246  267  246  257  223  251  222  260  8.181541 0.415941 SUCCESS  72
011111111  235  253  235  241  275  252  264  280 12.508241 0.129927 SUCCESS  73
100000000  240  228  254  244  254  227  226  235  4.987091 0.758955 SUCCESS  74
100010000  243  249  252  272  212  257  229  251  9.904807 0.271771 SUCCESS  75
100100000  252  230  243  256  221  207  238  252 10.237385 0.248758 SUCCESS  76
100101000  262  226  252  238  256  233  214  248  8.197428 0.414426 SUCCESS  77
100110000  237  238  221  255  248  237  216  243  6.776025 0.560980 SUCCESS  78
100111000  220  237  241  223  248  236  244  243  4.961671 0.761665 SUCCESS  79
101000000  227  247  254  231  247  248  251  231  3.449180 0.903098 SUCCESS  80
101000100  241  214  240  262  258  234  220  284 15.764122 0.045883 SUCCESS  81
101001000  266  253  245  261  260  253  248  242  5.054878 0.751695 SUCCESS  82
101001100  251  259  239  238  248  257  241  244  2.215249 0.973691 SUCCESS  83
101010000  221  273  237  231  241  255  279  252 12.701009 0.122559 SUCCESS  84
101010100  217  241  237  249  263  255  245  258  6.303636 0.613261 SUCCESS  85
101011000  228  200  270  256  246  251  247  230 13.879863 0.084951 SUCCESS  86
101011100  266  216  242  232  217  235  276  240 13.867153 0.085294 SUCCESS  87
101100000  244  233  247  242  228  227  208  253  8.785266 0.360733 SUCCESS  88
101100100  243  236  236  255  217  228  233  266  7.836252 0.449627 SUCCESS  89
101101000  263  248  253  254  248  248  253  239  2.892057 0.940948 SUCCESS  90
101101100  287  232  232  246  251  249  252  260 10.680117 0.220491 SUCCESS  91
101110000  242  256  233  246  235  249  225  230  4.004183 0.856746 SUCCESS  92
101110100  257  243  242  234  259  260  272  244  6.458275 0.596039 SUCCESS  93
101111000  244  238  254  239  230  243  265  250  3.526499 0.897123 SUCCESS  94
101111100  251  260  236  220  261  240  272  238  8.742900 0.364447 SUCCESS  95
110000000  265  244  248  230  244  239  218  244  5.758165 0.674300 SUCCESS  96
110000010  235  236  263  232  232  231  246  238  4.291218 0.829939 SUCCESS  97
110000100  224  260  250  233  257  247  229  232  5.783585 0.671459 SUCCESS  98
110001000  245  246  245  228  236  259  252  230  3.448120 0.903179 SUCCESS  99
110001010  240  243  234  241  250  266  246  249  2.842276 0.943862 SUCCESS 100
110010000  247  242  233  246  223  222  235  246  4.925659 0.765491 SUCCESS 101
110010010  231  254  220  250  239  224  250  259  6.665872 0.573074 SUCCESS 102
110010100  260  247  228  261  254  234  218  246  7.164740 0.518967 SUCCESS 103
110011000  237  253  239  255  244  226  248  248  2.680224 0.952797 SUCCESS 104
110011010  228  243  247  272  255  261  256  265  8.585084 0.378496 SUCCESS 105
110100000  231  243  258  265  265  259  251  228  7.482490 0.485579 SUCCESS 106
110100010  248  220  234  260  240  247  232  261  5.967880 0.650830 SUCCESS 107
110100100  249  261  228  242  239  249  241  238  2.840158 0.943984 SUCCESS 108
110101000  220  245  214  234  240  255  268  263 11.245713 0.188162 SUCCESS 109
110101010  238  226  252  230  248  247  232  233  3.904622 0.865625 SUCCESS 110
110101100  237  209  263  252  233  247  243  224  9.494909 0.302279 SUCCESS 111
110110000  272  241  249  243  233  242  208  241  9.553163 0.297798 SUCCESS 112
110110010  271  240  215  244  236  258  239  257  8.634864 0.374028 SUCCESS 113
110110100  257  244  263  238  228  267  256  237  6.501701 0.591219 SUCCESS 114
110111000  249  259  253  234  254  254  259  226  4.961671 0.761665 SUCCESS 115
110111010  245  253  239  228  247  218  269  241  7.139320 0.521679 SUCCESS 116
110111100  246  226  249  250  231  265  251  242  4.449034 0.814510 SUCCESS 117
111000000  255  252  251  233  233  246  226  237  3.634534 0.888501 SUCCESS 118
111000010  233  269  260  230  262  243  268  245  8.836106 0.356310 SUCCESS 119
111000100  263  231  259  248  232  248  253  252  4.523176 0.807110 SUCCESS 120
111000110  272  239  238  212  266  248  302  245 24.219458 0.002105 FAILURE 121
111001000  250  236  245  240  206  257  233  229  8.855171 0.354661 SUCCESS 122
111001010  273  238  230  241  234  237  248  252  5.553746 0.697078 SUCCESS 123
111001100  245  233  240  237  258  233  257  225  4.406667 0.818697 SUCCESS 124
111010000  234  268  259  236  254  248  250  230  5.534681 0.699195 SUCCESS 125
111010010  239  255  237  244  232  249  263  240  3.132488 0.925770 SUCCESS 126
111010100  234  248  216  266  226  211  259  261 14.060980 0.080190 SUCCESS 127
111010110  224  235  251  207  236  254  252  218 11.955355 0.153207 SUCCESS 128
111011000  236  236  253  250  237  236  200  244  9.783002 0.280588 SUCCESS 129
111011010  244  244  248  260  253  279  259  248  7.619123 0.471531 SUCCESS 130
111011100  249  255  230  249  256  243  240  230  3.067879 0.930026 SUCCESS 131
111100000  255  269  269  249  248  242  245  236  6.210430 0.623674 SUCCESS 132
111100010  260  235  241  245  242  260  254  269  5.586580 0.693430 SUCCESS 133
111100100  253  232  222  253  249  255  231  238  4.854695 0.772988 SUCCESS 134
111100110  238  247  236  238  262  231  245  228  3.820947 0.872906 SUCCESS 135
111101000  235  244  269  247  233  259  258  227  6.529239 0.588166 SUCCESS 136
111101010  229  252  223  243  231  198  245  265 14.720842 0.064806 SUCCESS 137
111101100  246  245  258  236  239  245  213  258  6.147939 0.630665 SUCCESS 138
111101110  221  247  235  259  245  235  234  250  4.527412 0.806684 SUCCESS 139
111110000  252  256  251  256  253  246  269  247  4.662986 0.792914 SUCCESS 140
111110010  258  231  250  268  243  247  219  266  8.848816 0.355210 SUCCESS 141
111110100  198  247  250  233  229  267  248  230 13.814194 0.086739 SUCCESS 142
111110110  268  235  228  245  250  266  234  261  7.686909 0.464636 SUCCESS 143
111111000  254  252  238  265  249  224  261  267  7.920985 0.441226 SUCCESS 144
111111010  243  236  248  236  247  246  245  235  1.034277 0.998022 SUCCESS 145
111111100  255  247  235  262  255  244  270  273  9.112549 0.332891 SUCCESS 146
111111110  235  253  235  241  275  252  263  280 12.344070 0.136500 SUCCESS 147

